,target
0,-10.0
1,-10.0
2,-10.0
3,-10.0
4,-10.0
5,-10.0
6,53.80571799870046
7,-10.0
8,-10.0
9,-10.0
10,-10.0
11,69.94736842105264
12,73.109022556391
13,56.59519168291097
14,45.63032581453634
15,60.67418546365915
16,-10.0
17,61.98370927318297
18,-10.0
19,61.15726817042606
20,-10.0
21,-10.0
22,43.778822055137844
23,-10.0
24,-10.0
25,-10.0
26,52.600250626566414
27,-10.0
28,73.77506265664158
29,52.96052631578946
30,57.39592035644667
31,36.91666666666667
32,-10.0
33,68.23997493734338
34,72.34774436090225
35,41.09461152882205
36,-10.0
37,76.42919799498746
38,-10.0
39,57.66290726817042
40,57.17982456140351
41,72.02218509236053
42,49.46365914786967
43,67.1265664160401
44,-10.0
45,-10.0
46,43.16040100250626
47,-10.0
48,77.69110275689222
49,52.71303258145364
50,66.66917293233082
51,63.27631578947368
52,78.828320802005
53,83.15538847117794
54,77.61466165413536
55,-10.0
56,-10.0
57,-10.0
58,50.24122807017543
59,59.128446115288206
60,47.60714285714286
61,61.90601503759399
62,62.68358395989977
63,-10.0
64,59.772556390977456
65,-10.0
66,-10.0
67,-10.0
68,60.197925368978
69,60.68233082706766
70,57.29010025062655
71,-10.0
72,-10.0
73,-10.0
74,74.19110275689222
75,69.37403694421238
76,59.4718045112782
77,-10.0
78,49.0576441102757
79,67.41917293233082
80,53.01127819548873
81,-10.0
82,54.85338345864661
83,60.58270676691731
84,60.82456140350877
85,-10.0
86,-10.0
87,-10.0
88,69.20300751879701
89,50.36654135338346
90,57.680451127819545
91,-10.0
92,64.34572542467279
93,53.377819548872175
94,73.94827346143137
95,-10.0
96,59.06759955444164
97,53.23746867167921
98,-10.0
99,63.045112781954884
100,72.19235588972433
101,52.63471177944863
102,-10.0
103,44.21551564095424
104,-10.0
105,60.706766917293216
106,-10.0
107,64.32644110275687
108,-10.0
109,72.88847117794488
110,-10.0
111,-10.0
112,79.56704260651627
113,71.38784461152883
114,53.89473684210526
115,-10.0
116,-10.0
117,-10.0
118,52.63471177944863
119,-10.0
120,63.53446115288219
121,-10.0
122,72.00814536340853
123,62.29010025062655
124,-10.0
125,52.85338345864661
126,-10.0
127,56.65411213218232
128,-10.0
129,-10.0
130,-10.0
131,-10.0
132,59.74122807017543
133,70.04824561403511
134,-10.0
135,61.007518796992485
136,43.10526315789474
137,-10.0
138,-10.0
139,61.16228070175438
140,-10.0
141,49.30701754385965
142,64.31829573934836
143,-10.0
144,-10.0
145,58.90664160401002
146,55.99624060150376
147,61.02631578947369
148,-10.0
149,65.81328320802005
150,56.20426065162906
151,76.72303443794674
152,52.09398496240602
153,56.50313283208018
154,59.12468671679199
155,61.59335839598996
156,52.926065162907264
157,64.91729323308272
158,65.55137844611528
159,59.92042606516289
160,-10.0
161,60.18975679940593
162,73.84147869674187
163,59.61528822055138
164,59.29573934837091
165,-10.0
166,-10.0
167,76.26879699248119
168,78.95363408521301
169,49.96741854636591
170,62.99248120300751
171,-10.0
172,44.3984962406015
173,-10.0
174,54.18358395989975
175,-10.0
176,57.949248120300744
177,51.785714285714285
178,-10.0
179,-10.0
180,64.87155388471179
181,66.3765664160401
182,70.26253132832082
183,69.41290726817043
184,57.80827067669171
185,64.58709273182957
186,64.43671679197995
187,52.15350877192983
188,45.57080200501253
189,-10.0
190,-10.0
191,47.89285714285714
192,65.5545112781955
193,-10.0
194,66.68546365914789
195,61.50187969924812
196,59.24812030075186
197,56.65162907268169
198,70.8233082706767
199,68.7637844611529
200,42.72707231040564
201,60.6953958971503
202,74.13345864661655
203,51.14160401002507
204,43.31265664160401
205,-10.0
206,78.54197994987467
207,51.214285714285715
208,69.65408892601876
209,55.70268263250719
210,-10.0
211,-10.0
212,43.488095238095234
213,59.26315789473684
214,65.64719669544232
215,61.968671679197975
216,-10.0
217,-10.0
218,49.08208020050125
219,-10.0
220,53.52819548872181
221,58.49812030075186
222,45.10526315789474
223,58.22305764411027
224,-10.0
225,55.62218045112781
226,-10.0
227,73.77443609022555
228,42.92857142857142
229,52.54511278195488
230,-10.0
231,-10.0
232,-10.0
233,46.3389724310777
234,57.97305764411027
235,70.05513784461154
236,75.51095330919894
237,-10.0
238,59.004385964912295
239,-10.0
240,-10.0
241,70.44736842105264
242,68.31954887218045
243,71.0983709273183
244,84.33959899749372
245,73.65100250626567
246,63.52819548872179
247,-10.0
248,-10.0
249,54.50250626566415
250,-10.0
251,70.2800751879699
252,74.29824561403511
253,-10.0
254,50.57456140350877
255,59.72305764411027
256,-10.0
257,66.46115288220551
258,50.63533834586466
259,41.083333333333336
260,69.93045112781955
261,66.33395989974939
262,62.8609022556391
263,66.52756892230576
264,64.4676970203286
265,-10.0
266,80.61340852130326
267,47.0639097744361
268,47.77318295739349
269,-10.0
270,-10.0
271,42.046992481203006
272,58.18922305764412
273,-10.0
274,69.93045112781955
275,66.83709273182957
276,63.50250626566416
277,-10.0
278,61.80576441102756
279,65.5858395989975
280,75.85776942355888
281,55.152255639097746
282,61.80827067669171
283,70.34022556390978
284,72.63847117794488
285,-10.0
286,-10.0
287,52.39160401002507
288,64.81892230576442
289,-10.0
290,-10.0
291,-10.0
292,-10.0
293,47.70112781954888
294,-10.0
295,52.06954887218046
296,-10.0
297,-10.0
298,56.66353383458645
299,-10.0
300,-10.0
301,-10.0
302,56.90225563909777
303,-10.0
304,63.753132832080205
305,50.8095238095238
306,-10.0
307,65.37907268170426
308,-10.0
309,56.4525201893623
310,48.046992481203006
311,65.8934837092732
312,-10.0
313,59.62406015037592
314,48.82017543859649
315,-10.0
316,61.3170426065163
317,-10.0
318,58.14786967418548
319,-10.0
320,66.74624060150377
321,-10.0
322,-10.0
323,67.58672143321267
324,49.86962777313655
325,73.14912280701752
326,-10.0
327,53.80263157894738
328,-10.0
329,56.58082706766917
330,53.01127819548873
331,51.886591478696744
332,52.24185463659148
333,54.22556390977444
334,56.806390977443606
335,-10.0
336,79.11967418546364
337,67.02067669172932
338,57.24624060150376
339,65.47493734335842
340,-10.0
341,43.69611528822055
342,61.489348370927324
343,52.46052631578946
344,60.176065162907264
345,75.93483709273181
346,-10.0
347,63.889097744360896
348,57.03884711779448
349,58.997493734335826
350,69.4204260651629
351,50.992481203007515
352,47.879699248120296
353,70.02506265664158
354,51.50877192982455
355,-10.0
356,68.9204260651629
357,-10.0
358,-10.0
359,-10.0
360,59.68922305764412
361,52.54416132924905
362,58.79761904761906
363,57.99624060150376
364,-10.0
365,55.69360902255638
366,-10.0
367,53.19298245614035
368,63.27631578947369
369,68.54511278195488
370,-10.0
371,40.61904761904761
372,66.85275689223057
373,57.306390977443606
